survey_id,employee_id,survey_date,work_life_balance_score,manager_satisfaction_score,environment_satisfaction
35502,7914,2025-06-26,3.0,,2.0
35503,7915,2019-05-23,4.0,3.0,3.0
35504,7915,2020-05-24,3.0,2.0,3.0
35505,7915,2021-05-19,4.0,2.0,2.0
35506,7915,2022-06-06,3.0,3.0,2.0
35507,7916,2024-07-01,2.0,3.0,2.0
35508,7916,2025-05-15,2.0,3.0,2.0
35509,7917,2023-05-16,2.0,1.0,3.0
35510,7917,2024-05-01,1.0,1.0,1.0
35511,7917,2025-07-04,1.0,1.0,2.0
35512,7918,2019-07-11,,2.0,3.0
35513,7918,2020-05-21,3.0,1.0,3.0
35514,7918,2021-06-21,1.0,,3.0
35515,7918,2022-06-05,,2.0,2.0
35516,7918,2023-06-26,3.0,,3.0
35517,7918,2024-05-22,1.0,3.0,3.0
35518,7918,2025-06-09,3.0,3.0,4.0
35519,7919,2019-06-04,4.0,,3.0
35520,7919,2020-06-13,3.0,3.0,4.0
35521,7919,2021-07-07,,,4.0
35522,7919,2022-05-27,3.0,3.0,4.0
35523,7919,2023-07-11,3.0,4.0,
35524,7919,2024-04-29,2.0,3.0,
35525,7919,2025-05-27,2.0,3.0,2.0
35526,7920,2023-06-30,2.0,4.0,3.0
35527,7920,2024-05-17,2.0,4.0,
35528,7920,2025-04-25,2.0,5.0,5.0
35529,7921,2021-05-29,5.0,3.0,2.0
35530,7921,2022-06-22,5.0,3.0,3.0
35531,7921,2023-05-29,3.0,4.0,4.0
35532,7921,2024-07-10,3.0,2.0,1.0
35533,7921,2025-06-13,4.0,3.0,2.0
35534,7922,2022-05-05,3.0,2.0,3.0
35535,7922,2023-05-23,3.0,3.0,4.0
35536,7923,2023-06-26,2.0,3.0,3.0
35537,7923,2024-06-10,2.0,4.0,
35538,7923,2025-06-14,3.0,4.0,2.0
35539,7924,2020-07-10,4.0,5.0,2.0
35540,7924,2021-05-06,3.0,5.0,3.0
35541,7924,2022-05-23,4.0,3.0,3.0
35542,7924,2023-07-07,3.0,4.0,5.0
35543,7924,2024-06-10,4.0,5.0,4.0
35544,7924,2025-05-03,,4.0,3.0
35545,7925,2019-05-20,3.0,3.0,3.0
35546,7925,2020-06-13,1.0,,3.0
35547,7925,2021-05-20,3.0,2.0,
35548,7925,2022-04-26,3.0,1.0,2.0
35549,7925,2023-05-01,1.0,1.0,2.0
35550,7925,2024-07-07,1.0,2.0,1.0
35551,7925,2025-06-03,1.0,2.0,
35552,7926,2024-06-23,4.0,4.0,2.0
35553,7926,2025-05-31,3.0,3.0,3.0
35554,7927,2021-04-23,4.0,4.0,3.0
35555,7927,2022-05-24,2.0,2.0,4.0
35556,7927,2023-07-01,5.0,3.0,4.0
35557,7927,2024-06-15,5.0,3.0,4.0
35558,7927,2025-06-12,4.0,4.0,4.0
35559,7928,2022-05-07,2.0,3.0,1.0
35560,7928,2023-06-05,2.0,3.0,1.0
35561,7929,2022-05-25,4.0,4.0,4.0
35562,7929,2023-06-11,3.0,,5.0
35563,7929,2024-06-15,,5.0,4.0
35564,7929,2025-05-02,,4.0,4.0
35565,7930,2021-06-28,2.0,1.0,3.0
35566,7930,2022-06-20,3.0,1.0,3.0
35567,7930,2023-05-03,3.0,1.0,3.0
35568,7930,2024-05-18,3.0,1.0,5.0
35569,7930,2025-06-05,3.0,1.0,1.0
35570,7931,2019-05-09,2.0,2.0,2.0
35571,7931,2020-06-22,2.0,2.0,2.0
35572,7931,2021-06-08,2.0,3.0,2.0
35573,7931,2022-06-04,3.0,2.0,2.0
35574,7931,2023-07-07,3.0,2.0,2.0
35575,7931,2024-04-22,2.0,1.0,4.0
35576,7931,2025-06-21,1.0,2.0,1.0
35577,7932,2022-04-26,3.0,4.0,5.0
35578,7932,2023-06-14,1.0,2.0,3.0
35579,7933,2020-06-13,2.0,2.0,3.0
35580,7933,2021-06-01,3.0,,2.0
35581,7933,2022-05-17,1.0,1.0,4.0
35582,7933,2023-06-20,2.0,2.0,3.0
35583,7934,2021-06-22,3.0,2.0,3.0
35584,7934,2022-07-07,3.0,,2.0
35585,7934,2023-06-12,3.0,4.0,3.0
35586,7934,2024-07-05,3.0,1.0,3.0
35587,7934,2025-05-29,3.0,2.0,3.0
35588,7935,2023-04-25,2.0,4.0,2.0
35589,7935,2024-05-18,3.0,4.0,2.0
35590,7935,2025-05-26,4.0,4.0,2.0
35591,7936,2021-05-16,2.0,5.0,3.0
35592,7936,2022-06-13,3.0,3.0,4.0
35593,7936,2023-06-09,3.0,4.0,2.0
35594,7936,2024-07-11,2.0,4.0,1.0
35595,7936,2025-06-28,1.0,2.0,1.0
35596,7937,2021-06-30,4.0,5.0,4.0
35597,7937,2022-05-25,4.0,5.0,5.0
35598,7937,2023-06-07,3.0,5.0,4.0
35599,7937,2024-07-09,4.0,,5.0
35600,7937,2025-07-03,4.0,5.0,5.0
35601,7938,2023-06-03,,1.0,1.0
35602,7938,2024-04-26,4.0,3.0,2.0
35603,7938,2025-05-07,4.0,2.0,2.0
35604,7939,2019-05-18,3.0,5.0,3.0
35605,7939,2020-06-21,4.0,5.0,3.0
35606,7939,2021-07-07,2.0,4.0,3.0
35607,7939,2022-05-31,4.0,5.0,3.0
35608,7939,2023-06-09,3.0,3.0,4.0
35609,7939,2024-07-04,3.0,4.0,3.0
35610,7939,2025-04-28,3.0,5.0,3.0
35611,7940,2024-05-22,2.0,4.0,1.0
35612,7940,2025-06-25,3.0,5.0,3.0
35613,7941,2021-05-05,5.0,4.0,3.0
35614,7941,2022-06-03,5.0,2.0,3.0
35615,7941,2023-06-09,3.0,,2.0
35616,7941,2024-06-04,2.0,4.0,2.0
35617,7941,2025-04-24,1.0,2.0,3.0
35618,7942,2020-07-10,3.0,4.0,2.0
35619,7942,2021-05-18,4.0,4.0,2.0
35620,7942,2022-04-30,2.0,4.0,3.0
35621,7942,2023-05-12,4.0,4.0,3.0
35622,7942,2024-05-03,3.0,5.0,2.0
35623,7942,2025-05-02,2.0,3.0,2.0
35624,7943,2019-05-03,3.0,5.0,3.0
35625,7943,2020-05-24,4.0,5.0,2.0
35626,7943,2021-04-23,3.0,5.0,3.0
35627,7943,2022-04-27,4.0,5.0,3.0
35628,7943,2023-06-03,2.0,5.0,
35629,7943,2024-07-07,1.0,5.0,2.0
35630,7943,2025-04-24,1.0,3.0,1.0
35631,7944,2020-05-20,5.0,3.0,5.0
35632,7944,2021-05-10,2.0,4.0,3.0
35633,7944,2022-07-02,5.0,4.0,4.0
35634,7944,2023-04-24,,4.0,2.0
35635,7944,2024-05-31,5.0,2.0,3.0
35636,7944,2025-07-11,5.0,5.0,4.0
35637,7945,2020-04-30,3.0,3.0,3.0
35638,7945,2021-05-16,4.0,5.0,3.0
35639,7945,2022-05-15,,,4.0
35640,7945,2023-06-04,3.0,5.0,3.0
35641,7945,2024-05-31,,4.0,3.0
35642,7945,2025-06-17,4.0,3.0,2.0
35643,7946,2023-06-16,4.0,3.0,4.0
35644,7946,2024-06-15,3.0,3.0,4.0
35645,7946,2025-05-30,3.0,,4.0
35646,7947,2020-05-18,2.0,4.0,3.0
35647,7947,2021-06-25,3.0,5.0,2.0
35648,7947,2022-04-26,2.0,4.0,4.0
35649,7947,2023-04-22,2.0,5.0,2.0
35650,7947,2024-04-29,,4.0,3.0
35651,7947,2025-05-28,3.0,4.0,4.0
35652,7948,2022-05-24,3.0,4.0,4.0
35653,7948,2023-05-04,4.0,5.0,4.0
35654,7948,2024-06-21,1.0,4.0,4.0
35655,7948,2025-05-20,2.0,2.0,3.0
35656,7949,2020-05-26,4.0,1.0,2.0
35657,7949,2021-06-04,3.0,1.0,3.0
35658,7949,2022-06-22,3.0,1.0,3.0
35659,7949,2023-04-28,2.0,1.0,3.0
35660,7950,2020-05-22,3.0,4.0,3.0
35661,7950,2021-06-02,2.0,3.0,2.0
35662,7950,2022-06-02,3.0,3.0,4.0
35663,7950,2023-06-12,2.0,2.0,3.0
35664,7950,2024-06-20,4.0,3.0,4.0
35665,7950,2025-06-03,,3.0,3.0
35666,7951,2022-05-14,4.0,2.0,5.0
35667,7951,2023-05-19,3.0,3.0,3.0
35668,7951,2024-05-29,4.0,1.0,3.0
35669,7951,2025-05-17,3.0,1.0,3.0
35670,7952,2024-07-04,2.0,,4.0
35671,7952,2025-06-04,4.0,4.0,3.0
35672,7953,2022-05-18,,5.0,3.0
35673,7953,2023-05-13,2.0,5.0,3.0
35674,7954,2020-05-22,4.0,4.0,3.0
35675,7954,2021-06-24,2.0,5.0,
35676,7954,2022-05-27,4.0,4.0,3.0
35677,7955,2023-05-13,3.0,1.0,4.0
35678,7956,2020-06-28,5.0,3.0,2.0
35679,7956,2021-07-10,5.0,4.0,
35680,7956,2022-06-07,3.0,2.0,3.0
35681,7956,2023-04-23,4.0,3.0,5.0
35682,7956,2024-06-10,5.0,4.0,3.0
35683,7956,2025-05-23,4.0,4.0,3.0
35684,7957,2024-07-06,5.0,4.0,4.0
35685,7957,2025-07-11,3.0,4.0,4.0
35686,7958,2019-05-13,3.0,1.0,5.0
35687,7958,2020-05-02,4.0,1.0,3.0
35688,7958,2021-06-07,4.0,1.0,4.0
35689,7958,2022-07-03,3.0,1.0,3.0
35690,7958,2023-05-24,5.0,1.0,1.0
35691,7958,2024-06-19,4.0,1.0,3.0
35692,7958,2025-05-22,3.0,1.0,3.0
35693,7959,2022-07-10,1.0,2.0,2.0
35694,7959,2023-06-19,2.0,3.0,2.0
35695,7959,2024-06-02,1.0,3.0,
35696,7959,2025-06-11,1.0,,1.0
35697,7960,2023-06-18,2.0,4.0,2.0
35698,7960,2024-06-28,3.0,3.0,3.0
35699,7960,2025-06-17,2.0,4.0,4.0
35700,7961,2022-07-05,1.0,3.0,2.0
35701,7961,2023-06-04,3.0,5.0,2.0
35702,7961,2024-06-21,3.0,4.0,2.0
35703,7961,2025-05-10,5.0,,5.0
35704,7962,2023-05-08,2.0,2.0,3.0
35705,7962,2024-06-03,1.0,,2.0
35706,7962,2025-05-30,1.0,,1.0
35707,7963,2019-05-07,3.0,1.0,2.0
35708,7963,2020-06-02,2.0,1.0,3.0
35709,7963,2021-07-04,2.0,1.0,4.0
35710,7963,2022-05-06,4.0,1.0,
35711,7963,2023-04-23,3.0,1.0,1.0
35712,7963,2024-06-29,4.0,1.0,4.0
35713,7963,2025-06-25,4.0,1.0,3.0
35714,7964,2021-06-07,3.0,1.0,2.0
35715,7964,2022-05-23,5.0,1.0,3.0
35716,7964,2023-04-25,3.0,1.0,2.0
35717,7964,2024-05-14,2.0,1.0,4.0
35718,7964,2025-07-09,2.0,1.0,2.0
35719,7965,2019-07-11,4.0,4.0,2.0
35720,7965,2020-06-21,3.0,,4.0
35721,7965,2021-05-30,4.0,3.0,4.0
35722,7965,2022-06-21,3.0,3.0,1.0
35723,7965,2023-05-24,,4.0,3.0
35724,7965,2024-06-03,,4.0,
35725,7965,2025-05-19,5.0,4.0,1.0
35726,7966,2022-07-09,4.0,,2.0
35727,7966,2023-06-19,3.0,3.0,3.0
35728,7966,2024-06-25,3.0,3.0,2.0
35729,7966,2025-05-14,5.0,3.0,1.0
35730,7967,2021-06-03,3.0,2.0,3.0
35731,7967,2022-04-28,2.0,1.0,3.0
35732,7967,2023-06-06,4.0,2.0,4.0
35733,7967,2024-06-16,2.0,3.0,3.0
35734,7967,2025-05-09,4.0,2.0,4.0
35735,7968,2022-05-17,4.0,3.0,3.0
35736,7968,2023-05-02,2.0,4.0,3.0
35737,7968,2024-06-24,2.0,3.0,1.0
35738,7968,2025-06-06,1.0,3.0,2.0
35739,7969,2021-06-25,,,3.0
35740,7969,2022-05-06,3.0,3.0,3.0
35741,7969,2023-06-18,3.0,5.0,4.0
35742,7969,2024-05-14,1.0,5.0,1.0
35743,7969,2025-05-14,1.0,,3.0
35744,7970,2022-07-08,,1.0,2.0
35745,7970,2023-04-22,1.0,1.0,2.0
35746,7970,2024-06-30,1.0,1.0,2.0
35747,7970,2025-07-07,1.0,1.0,1.0
35748,7971,2023-05-08,2.0,1.0,5.0
35749,7971,2024-06-20,3.0,,1.0
35750,7971,2025-06-10,3.0,1.0,1.0
35751,7972,2022-06-02,3.0,1.0,2.0
35752,7972,2023-05-08,1.0,1.0,3.0
35753,7972,2024-05-09,1.0,1.0,2.0
35754,7973,2019-06-11,5.0,3.0,3.0
35755,7973,2020-05-09,3.0,2.0,3.0
35756,7973,2021-05-06,4.0,3.0,4.0
35757,7973,2022-04-27,4.0,3.0,3.0
35758,7973,2023-06-10,5.0,3.0,2.0
35759,7973,2024-06-13,3.0,5.0,
35760,7973,2025-06-02,3.0,3.0,3.0
35761,7974,2022-06-20,,1.0,2.0
35762,7974,2023-05-08,2.0,2.0,2.0
35763,7974,2024-06-26,,1.0,2.0
35764,7974,2025-06-27,3.0,3.0,3.0
35765,7975,2024-04-28,3.0,4.0,4.0
35766,7975,2025-06-22,3.0,3.0,3.0
35767,7976,2019-05-24,5.0,2.0,3.0
35768,7976,2020-07-09,2.0,2.0,3.0
35769,7976,2021-06-21,4.0,,
35770,7976,2022-07-03,4.0,2.0,3.0
35771,7976,2023-07-05,3.0,,2.0
35772,7976,2024-05-07,4.0,3.0,3.0
35773,7976,2025-05-01,4.0,3.0,4.0
35774,7977,2019-04-30,3.0,4.0,3.0
35775,7977,2020-06-07,4.0,4.0,4.0
35776,7977,2021-06-25,3.0,4.0,2.0
35777,7977,2022-04-24,3.0,3.0,2.0
35778,7977,2023-05-21,3.0,3.0,2.0
35779,7977,2024-07-08,5.0,3.0,2.0
35780,7977,2025-06-18,4.0,4.0,2.0
35781,7978,2019-06-02,3.0,,2.0
35782,7978,2020-07-04,3.0,2.0,3.0
35783,7978,2021-05-08,1.0,3.0,1.0
35784,7978,2022-04-23,3.0,2.0,2.0
35785,7978,2023-05-28,4.0,3.0,2.0
35786,7978,2024-05-20,2.0,4.0,2.0
35787,7978,2025-07-11,4.0,3.0,
35788,7979,2019-06-13,3.0,1.0,3.0
35789,7979,2020-06-15,3.0,1.0,1.0
35790,7979,2021-04-27,,,3.0
35791,7979,2022-06-14,3.0,1.0,1.0
35792,7979,2023-05-21,,,1.0
35793,7980,2019-06-28,3.0,5.0,1.0
35794,7980,2020-05-21,3.0,,5.0
35795,7980,2021-05-12,3.0,5.0,3.0
35796,7980,2022-05-12,2.0,,3.0
35797,7980,2023-05-12,4.0,5.0,4.0
35798,7980,2024-04-28,3.0,5.0,3.0
35799,7980,2025-05-23,2.0,3.0,3.0
35800,7981,2023-04-26,1.0,2.0,2.0
35801,7981,2024-06-22,4.0,2.0,2.0
35802,7981,2025-06-30,4.0,3.0,1.0
35803,7982,2022-04-29,2.0,1.0,2.0
35804,7982,2023-06-19,4.0,3.0,
35805,7982,2024-05-07,3.0,3.0,
35806,7982,2025-07-01,3.0,4.0,1.0
35807,7983,2022-05-30,3.0,1.0,3.0
35808,7983,2023-05-14,2.0,1.0,3.0
35809,7983,2024-06-22,1.0,1.0,2.0
35810,7983,2025-05-09,1.0,1.0,1.0
35811,7984,2021-05-20,3.0,,4.0
35812,7984,2022-04-30,4.0,1.0,3.0
35813,7984,2023-06-22,3.0,1.0,1.0
35814,7984,2024-06-26,1.0,1.0,2.0
35815,7984,2025-04-25,3.0,1.0,4.0
35816,7985,2021-05-28,4.0,4.0,3.0
35817,7985,2022-05-25,,4.0,3.0
35818,7985,2023-06-17,2.0,3.0,3.0
35819,7985,2024-06-19,2.0,3.0,1.0
35820,7985,2025-05-19,,1.0,3.0
35821,7986,2021-05-12,2.0,3.0,3.0
35822,7986,2022-05-23,3.0,2.0,4.0
35823,7986,2023-06-01,,2.0,3.0
35824,7986,2024-06-11,3.0,3.0,4.0
35825,7986,2025-07-03,2.0,2.0,3.0
35826,7987,2020-06-30,2.0,3.0,5.0
35827,7987,2021-06-27,,3.0,4.0
35828,7987,2022-05-01,3.0,,3.0
35829,7987,2023-04-27,,3.0,3.0
35830,7987,2024-05-12,4.0,,
35831,7987,2025-05-13,4.0,4.0,3.0
35832,7988,2021-04-24,1.0,2.0,3.0
35833,7988,2022-06-15,,2.0,3.0
35834,7989,2021-05-10,3.0,3.0,3.0
35835,7989,2022-05-29,1.0,3.0,1.0
35836,7989,2023-06-03,5.0,,2.0
35837,7989,2024-06-23,2.0,2.0,3.0
35838,7989,2025-07-02,4.0,4.0,2.0
35839,7990,2022-04-26,,3.0,2.0
35840,7990,2023-05-04,,4.0,1.0
35841,7990,2024-04-25,4.0,3.0,2.0
35842,7990,2025-04-24,4.0,3.0,3.0
35843,7991,2021-07-01,4.0,1.0,3.0
35844,7991,2022-05-31,3.0,2.0,3.0
35845,7991,2023-06-06,4.0,,4.0
35846,7992,2023-04-22,3.0,2.0,2.0
35847,7992,2024-05-08,3.0,2.0,3.0
35848,7992,2025-06-22,4.0,3.0,4.0
35849,7993,2023-05-12,4.0,4.0,2.0
35850,7993,2024-05-08,3.0,4.0,2.0
35851,7993,2025-05-21,3.0,4.0,2.0
35852,7994,2023-06-25,4.0,4.0,5.0
35853,7994,2024-06-02,3.0,3.0,3.0
35854,7994,2025-05-23,4.0,,4.0
35855,7995,2024-07-07,3.0,1.0,3.0
35856,7995,2025-06-10,4.0,,4.0
35857,7996,2022-05-05,3.0,1.0,3.0
35858,7996,2023-04-30,5.0,1.0,2.0
35859,7996,2024-05-21,2.0,1.0,3.0
35860,7996,2025-06-11,,1.0,4.0
35861,7997,2023-06-07,3.0,2.0,
35862,7997,2024-04-25,,1.0,
35863,7997,2025-07-03,3.0,1.0,3.0
35864,7998,2022-06-14,3.0,2.0,2.0
35865,7998,2023-06-19,3.0,3.0,2.0
35866,7998,2024-06-15,3.0,1.0,5.0
35867,7998,2025-04-27,5.0,2.0,4.0
35868,7999,2021-07-10,3.0,4.0,5.0
35869,7999,2022-04-29,1.0,,3.0
35870,7999,2023-06-17,2.0,3.0,4.0
35871,7999,2024-07-08,2.0,3.0,3.0
35872,7999,2025-06-13,1.0,2.0,3.0
35873,8000,2024-04-24,1.0,3.0,1.0
35874,8000,2025-05-19,,3.0,4.0
35875,8001,2023-06-28,,2.0,
35876,8001,2024-05-13,3.0,3.0,4.0
35877,8001,2025-04-25,3.0,,4.0
35878,8002,2022-05-13,3.0,3.0,3.0
35879,8002,2023-05-11,2.0,4.0,3.0
35880,8002,2024-05-16,3.0,,
35881,8002,2025-05-25,1.0,3.0,3.0
35882,8003,2023-05-02,,3.0,
35883,8003,2024-04-23,4.0,4.0,4.0
35884,8003,2025-06-23,4.0,,5.0
35885,8004,2023-05-06,2.0,1.0,4.0
35886,8004,2024-06-16,4.0,1.0,4.0
35887,8004,2025-06-02,2.0,1.0,4.0
35888,8005,2021-06-15,3.0,1.0,3.0
35889,8005,2022-05-27,3.0,1.0,4.0
35890,8005,2023-05-25,,1.0,3.0
35891,8005,2024-04-25,3.0,1.0,3.0
35892,8005,2025-06-23,3.0,,2.0
35893,8006,2021-04-29,3.0,5.0,
35894,8006,2022-07-01,3.0,,3.0
35895,8006,2023-06-13,,5.0,4.0
35896,8006,2024-05-31,4.0,5.0,5.0
35897,8006,2025-05-01,,5.0,4.0
35898,8007,2023-05-03,1.0,4.0,
35899,8007,2024-05-10,,4.0,3.0
35900,8007,2025-05-10,1.0,3.0,2.0
35901,8008,2019-06-23,4.0,4.0,3.0
35902,8008,2020-07-02,4.0,4.0,3.0
35903,8008,2021-07-09,4.0,5.0,4.0
35904,8008,2022-05-18,4.0,5.0,3.0
35905,8008,2023-04-30,2.0,,2.0
35906,8008,2024-05-30,3.0,5.0,4.0
35907,8008,2025-05-11,4.0,4.0,4.0
35908,8009,2022-06-07,,2.0,3.0
35909,8009,2023-05-30,2.0,2.0,3.0
35910,8009,2024-05-13,5.0,1.0,2.0
35911,8009,2025-05-06,,1.0,2.0
35912,8010,2020-05-19,3.0,4.0,2.0
35913,8010,2021-05-26,3.0,3.0,2.0
35914,8010,2022-05-15,3.0,,3.0
35915,8010,2023-06-04,3.0,3.0,2.0
35916,8010,2024-07-05,4.0,4.0,4.0
35917,8010,2025-05-25,3.0,3.0,2.0
35918,8011,2024-05-29,2.0,3.0,4.0
35919,8011,2025-05-06,5.0,3.0,5.0
35920,8012,2021-05-13,4.0,4.0,
35921,8012,2022-06-20,3.0,4.0,3.0
35922,8012,2023-06-11,3.0,3.0,3.0
35923,8013,2020-06-11,3.0,4.0,2.0
35924,8013,2021-05-19,,5.0,
35925,8013,2022-06-28,1.0,,4.0
35926,8013,2023-04-24,3.0,3.0,4.0
35927,8013,2024-07-08,,5.0,1.0
35928,8013,2025-05-05,2.0,4.0,3.0
35929,8014,2022-05-29,2.0,5.0,4.0
35930,8014,2023-06-04,2.0,5.0,1.0
35931,8014,2024-05-24,2.0,4.0,1.0
35932,8014,2025-06-17,1.0,3.0,1.0
35933,8015,2023-07-11,2.0,4.0,3.0
35934,8015,2024-06-15,4.0,5.0,3.0
35935,8015,2025-04-26,3.0,2.0,3.0
35936,8016,2024-06-30,3.0,1.0,3.0
35937,8016,2025-05-29,,1.0,3.0
35938,8017,2019-06-14,,2.0,4.0
35939,8017,2020-05-05,4.0,4.0,4.0
35940,8017,2021-05-27,4.0,3.0,1.0
35941,8017,2022-05-27,4.0,3.0,3.0
35942,8017,2023-07-05,3.0,5.0,
35943,8017,2024-05-22,4.0,2.0,2.0
35944,8017,2025-05-10,3.0,3.0,4.0
35945,8018,2021-06-04,2.0,1.0,
35946,8018,2022-06-25,4.0,1.0,4.0
35947,8018,2023-04-28,3.0,2.0,5.0
35948,8018,2024-06-13,2.0,1.0,3.0
35949,8018,2025-05-30,3.0,1.0,4.0
35950,8019,2024-07-11,2.0,3.0,2.0
35951,8019,2025-06-02,2.0,,2.0
35952,8020,2020-05-26,2.0,3.0,3.0
35953,8020,2021-05-29,2.0,,2.0
35954,8020,2022-07-08,3.0,4.0,1.0
35955,8020,2023-05-08,3.0,2.0,3.0
35956,8020,2024-06-30,3.0,3.0,5.0
35957,8020,2025-04-26,,4.0,2.0
35958,8021,2021-06-07,4.0,,4.0
35959,8021,2022-05-09,3.0,2.0,4.0
35960,8021,2023-04-26,3.0,2.0,
35961,8021,2024-05-26,5.0,4.0,2.0
35962,8021,2025-05-02,3.0,1.0,4.0
35963,8022,2021-06-26,1.0,4.0,2.0
35964,8022,2022-05-08,1.0,3.0,3.0
35965,8022,2023-05-10,3.0,2.0,4.0
35966,8022,2024-05-27,1.0,,2.0
35967,8022,2025-06-15,2.0,2.0,2.0
35968,8023,2020-05-08,3.0,5.0,3.0
35969,8023,2021-04-29,3.0,3.0,3.0
35970,8023,2022-07-09,2.0,3.0,2.0
35971,8023,2023-05-19,2.0,5.0,2.0
35972,8023,2024-05-10,3.0,,2.0
35973,8023,2025-04-26,1.0,2.0,2.0
35974,8024,2020-05-17,4.0,1.0,2.0
35975,8024,2021-06-20,5.0,1.0,3.0
35976,8024,2022-05-18,1.0,1.0,3.0
35977,8024,2023-05-05,2.0,1.0,4.0
35978,8024,2024-05-02,3.0,1.0,3.0
35979,8024,2025-05-07,4.0,1.0,3.0
35980,8025,2020-06-05,,1.0,2.0
35981,8025,2021-05-19,4.0,1.0,3.0
35982,8026,2023-05-04,4.0,2.0,3.0
35983,8026,2024-05-20,3.0,1.0,3.0
35984,8026,2025-05-27,5.0,1.0,3.0
35985,8027,2020-06-15,4.0,,3.0
35986,8027,2021-05-05,5.0,1.0,
35987,8027,2022-05-22,4.0,1.0,2.0
35988,8027,2023-05-08,4.0,1.0,3.0
35989,8027,2024-05-12,5.0,1.0,4.0
35990,8027,2025-06-09,2.0,2.0,5.0
35991,8028,2020-07-04,3.0,2.0,2.0
35992,8028,2021-07-10,,2.0,3.0
35993,8028,2022-05-18,3.0,2.0,3.0
35994,8028,2023-05-17,4.0,3.0,3.0
35995,8028,2024-04-29,,2.0,
35996,8028,2025-05-19,1.0,1.0,1.0
35997,8029,2022-06-21,5.0,3.0,4.0
35998,8029,2023-05-29,3.0,3.0,3.0
35999,8029,2024-05-28,3.0,3.0,3.0
36000,8029,2025-06-02,3.0,3.0,3.0
36001,8030,2019-07-09,3.0,4.0,3.0
36002,8030,2020-06-03,4.0,3.0,3.0
36003,8030,2021-06-10,,3.0,3.0
36004,8030,2022-06-23,5.0,3.0,2.0
36005,8030,2023-07-11,2.0,4.0,2.0
36006,8030,2024-05-05,2.0,,1.0
36007,8030,2025-06-30,1.0,2.0,1.0
36008,8031,2024-04-29,3.0,2.0,3.0
36009,8031,2025-06-27,3.0,2.0,3.0
36010,8032,2022-06-07,2.0,1.0,4.0
36011,8032,2023-05-24,2.0,1.0,4.0
36012,8033,2023-05-21,3.0,1.0,2.0
36013,8033,2024-06-28,,1.0,2.0
36014,8033,2025-07-07,1.0,1.0,3.0
36015,8034,2019-05-11,4.0,4.0,3.0
36016,8034,2020-06-27,4.0,3.0,
36017,8034,2021-05-10,2.0,2.0,3.0
36018,8034,2022-06-27,3.0,1.0,3.0
36019,8034,2023-04-27,2.0,2.0,2.0
36020,8034,2024-06-05,4.0,2.0,4.0
36021,8034,2025-06-03,5.0,,3.0
36022,8035,2023-04-27,4.0,5.0,3.0
36023,8035,2024-04-24,1.0,5.0,
36024,8035,2025-05-23,5.0,4.0,3.0
36025,8036,2019-06-24,2.0,1.0,4.0
36026,8036,2020-05-11,2.0,3.0,3.0
36027,8036,2021-06-19,1.0,3.0,3.0
36028,8037,2019-05-18,2.0,1.0,4.0
36029,8037,2020-05-26,3.0,1.0,
36030,8037,2021-07-05,,1.0,2.0
36031,8037,2022-06-20,3.0,1.0,3.0
36032,8037,2023-05-16,4.0,1.0,4.0
36033,8037,2024-07-11,3.0,,3.0
36034,8037,2025-05-18,3.0,1.0,1.0
36035,8038,2024-07-09,5.0,2.0,3.0
36036,8039,2021-06-12,4.0,4.0,5.0
36037,8039,2022-07-01,2.0,2.0,2.0
36038,8039,2023-05-03,3.0,2.0,5.0
36039,8039,2024-05-07,4.0,,1.0
36040,8039,2025-06-26,4.0,3.0,4.0
36041,8040,2021-06-26,5.0,1.0,3.0
36042,8040,2022-06-30,2.0,1.0,
36043,8040,2023-05-15,2.0,1.0,3.0
36044,8040,2024-05-16,1.0,1.0,1.0
36045,8040,2025-05-21,1.0,1.0,1.0
36046,8041,2022-06-07,3.0,3.0,4.0
36047,8041,2023-05-12,3.0,4.0,4.0
36048,8041,2024-04-30,3.0,3.0,2.0
36049,8041,2025-06-25,4.0,5.0,2.0
36050,8042,2020-06-06,3.0,5.0,4.0
36051,8042,2021-04-28,3.0,4.0,3.0
36052,8042,2022-05-08,2.0,5.0,5.0
36053,8042,2023-04-29,5.0,4.0,4.0
36054,8042,2024-07-10,4.0,5.0,3.0
36055,8042,2025-05-08,4.0,5.0,2.0
36056,8043,2020-06-01,,4.0,3.0
36057,8043,2021-07-02,,5.0,1.0
36058,8043,2022-05-10,,5.0,3.0
36059,8043,2023-05-08,3.0,,3.0
36060,8043,2024-05-29,2.0,4.0,2.0
36061,8043,2025-05-09,2.0,5.0,3.0
36062,8044,2020-06-04,3.0,4.0,5.0
36063,8044,2021-04-22,3.0,5.0,4.0
36064,8044,2022-06-28,3.0,5.0,3.0
36065,8044,2023-05-20,4.0,5.0,3.0
36066,8044,2024-07-08,2.0,5.0,3.0
36067,8044,2025-04-26,2.0,4.0,4.0
36068,8045,2020-06-28,3.0,,3.0
36069,8045,2021-07-11,1.0,3.0,2.0
36070,8045,2022-06-15,2.0,,3.0
36071,8045,2023-06-28,,3.0,3.0
36072,8045,2024-05-23,2.0,1.0,3.0
36073,8045,2025-05-28,,1.0,3.0
36074,8046,2022-05-30,1.0,4.0,1.0
36075,8046,2023-07-08,2.0,4.0,3.0
36076,8046,2024-05-30,3.0,4.0,4.0
36077,8046,2025-06-14,2.0,4.0,2.0
